Age,Height_cm,Weight_kg,BMI,Menstrual_Cycle_Length_days,Menstrual_Irregularity,Fasting_Glucose_mg_dL,Fasting_Insulin_uIU_mL,HOMA_IR,LH_mIU_mL,FSH_mIU_mL,LH_FSH_Ratio,Total_Testosterone_ng_dL,Free_Testosterone_pg_mL,Total_Cholesterol_mg_dL,Triglycerides_mg_dL,Dietary_Sugar_Intake,Physical_Activity_Level,PCOS_Diagnosis,Hirsutism_Score_FG,Acne_Severity,Alopecia,Skin_Darkening_Acanthosis,Vitamin_D_ng_mL,first_name,last_name,email,Target_Nutrient_Vector,Allergens,Diet,hashed_password
39,160.8,55.6,24.12,39,0,87.3,17.28,3.7248,16.79,8.25,2.035151515151515,79.1,10.43,202,136.0,1,2,1,23,0,0,0,16.3,Richard,Davis,richard.davis127@example.com,"[27.7, 12.0, 338.2, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$mBXKBzlQbk2SSp27$70a84e7e07ed117fc3125310607cb0a7e392c8c0180dc654ea89fc13a438f614
18,153.6,58.7,25.23,31,1,97.6,12.5,3.0123456790123457,11.87,5.97,1.9882747068676716,70.9,8.41,206,136.0,3,3,0,13,1,0,0,24.5,Christine,Willis,christine.willis128@example.com,"[26.7, 12.0, 328.3, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$u7hshIsPSSc6iph5$55f1d58946eb33738861150d0a506ff7e404558bf561b757a35210c3242cddc1
29,150.7,67.3,25.56,23,0,80.2,26.37,5.221911111111112,6.75,4.97,1.358148893360161,54.5,8.61,249,166.0,2,3,0,23,0,0,0,23.8,Dana,Thomas,dana.thomas129@example.com,"[30.0, 12.0, 344.9, 10.0, 19.8]",,omnivore,pbkdf2:sha256:1000000$qchAIgJi5ew3mv5b$bccfc3fd97653afc55f9b90bce3da4cdfd53ba52a4ef939af8296d848d8f651d
25,155.0,42.7,22.72,35,1,78.0,13.85,2.6674074074074072,7.74,7.03,1.10099573257468,51.5,5.92,191,87.0,1,1,1,24,3,0,1,25.5,Mary,Cooper,mary.cooper130@example.com,"[26.2, 12.0, 327.7, 10.0, 15.2]",,omnivore,pbkdf2:sha256:1000000$zq6OM35pCOZBdEpU$32aa8fb369931a10df4606bdae5afaf1491b9383802a3cb4c94c119982cb949f
26,165.5,64.1,22.28,39,1,106.5,8.99,2.364037037037037,8.84,9.4,0.9404255319148935,62.6,7.06,220,129.0,1,1,0,5,1,0,0,21.8,Logan,Jones,logan.jones131@example.com,"[25.7, 12.0, 323.5, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$VRe9FOziveK5Ttai$036fc88f4de7975c0ce0ecc22bdd039907ae016392a6645079bee2ed7492191a
23,144.8,60.6,20.98,22,0,85.0,12.53,2.629753086419753,8.34,7.17,1.1631799163179917,49.9,8.35,154,116.0,1,3,0,16,1,0,0,28.3,Andrew,Cole,andrew.cole132@example.com,"[26.1, 12.0, 325.5, 10.0, 12.8]",,omnivore,pbkdf2:sha256:1000000$mCmnwQ9YwEir6Rd7$37c06a2db63bda237a2ef0858ede108af54c4d71aa8a0747bd20e177d141b6a3
30,146.3,64.0,20.37,33,1,72.5,5.98,1.0704938271604938,2.58,5.67,0.45502645502645506,46.2,7.34,194,125.0,2,3,0,21,1,0,0,21.1,Dean,Parker,dean.parker133@example.com,"[25.0, 12.0, 320.0, 10.0, 7.3]",,omnivore,pbkdf2:sha256:1000000$4Rp01yQsHg1zBSpV$936a85db4433122306b709f1138c99fb6fadfe3ea941f7569eb3a44bdd5e1dca
39,156.4,69.7,17.2,31,0,81.9,13.71,2.772466666666667,13.37,8.5,1.572941176470588,35.3,6.34,232,102.0,1,1,0,24,2,0,0,27.6,Joan,Webster,joan.webster134@example.com,"[26.3, 12.0, 326.5, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$oFLqcjI4HawU4nkf$382ac1f01483a03a78e77882049fba67d75e5ad79c64bc7e1fcb93006ba8be05
40,146.2,67.8,27.7,23,0,80.4,7.98,1.5841777777777781,14.33,6.62,2.1646525679758306,60.4,9.63,150,204.0,3,1,1,8,1,0,0,23.6,Sean,Walker,sean.walker135@example.com,"[25.0, 18.5, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$7iRtlwGCX3HZuibF$2fd3eb83625b8658b5fc230becaef57befe1ad4c7074f02035c21ba4da87ce7e
36,166.0,41.7,30.91,42,1,100.8,9.33,2.3221333333333334,4.56,7.76,0.5876288659793814,56.0,5.11,222,85.0,3,3,0,17,2,0,0,34.9,Courtney,Cruz,courtney.cruz136@example.com,"[25.6, 12.0, 323.2, 10.0, 22.0]",,omnivore,pbkdf2:sha256:1000000$9foJRhW7nHzt6alv$8d7e4c1a2d7e26cf602dad51ca5ba00ec970012cbbd63250e180b2c7dc6c1a03
18,164.6,43.5,24.05,33,1,84.6,14.61,3.0518666666666663,5.26,5.9,0.8915254237288135,26.9,6.29,234,114.0,2,3,0,5,1,0,1,37.8,Traci,Cannon,traci.cannon137@example.com,"[26.7, 12.0, 328.6, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$7WEAiWyiKkHWOIKx$a2cbcf2e3a37dea3fadd62549024e4ede1f1269d420fa98d5cbd94c31d2f57ca
18,157.5,92.8,21.97,30,1,87.4,3.47,0.7488345679012346,14.11,6.71,2.1028315946348735,38.0,3.93,160,231.0,2,2,0,4,2,0,0,13.5,Michaela,Nelson,michaela.nelson138@example.com,"[25.0, 22.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$WT7JcEzQFIyh6Niy$4f1e6836c8b10a82678c3b0f7446783d773b00b132679b7e1b8867e450861384
18,154.5,62.5,31.27,43,1,110.2,16.58,4.511397530864197,12.9,6.62,1.948640483383686,32.9,5.73,178,91.0,2,3,0,5,3,0,0,12.9,Katie,Henderson,katie.henderson139@example.com,"[28.9, 12.0, 339.6, 19.4, 7.0]",,omnivore,pbkdf2:sha256:1000000$Q8XQsfjuODdk8TQX$0c3940cb2ce222616e7909bb112d644c012f609a8fe9a4a6a19260e588b37089
19,142.5,51.3,14.83,26,1,89.0,9.63,2.1162222222222224,11.36,3.49,3.255014326647564,67.6,2.38,208,81.0,1,1,0,15,0,1,0,29.8,Jonathan,Wilson,jonathan.wilson140@example.com,"[25.3, 12.0, 321.6, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$s6pYAMwAY9VGe8xP$a480b30acd25d09305d6170cfb2b03a0a170ada0565e1a8d2db6ce389cf3f485
19,154.9,43.5,19.29,39,0,105.6,18.51,4.826311111111111,12.52,6.47,1.9350850077279753,57.8,3.85,178,108.0,2,2,0,3,0,0,0,14.5,William,Banks,william.banks141@example.com,"[29.4, 12.0, 341.9, 10.0, 24.7]",,omnivore,pbkdf2:sha256:1000000$BD2W8SPEr1Ta32rI$585feeb0e6c898ca2a409afd9576a8dcbdace464dccc6887bb70bb8948cefb6c
18,160.9,57.0,30.7,38,1,101.1,26.18,6.535303703703703,6.92,8.46,0.817966903073286,23.1,7.38,172,156.0,1,3,1,17,1,0,0,19.4,Jonathan,Davis,jonathan.davis142@example.com,"[32.0, 12.0, 366.4, 18.5, 7.0]",,omnivore,pbkdf2:sha256:1000000$bBZtNDFQaayEMwlW$fa7063a97831c74f4f66cd09bb5b0da1975da5654f994ec40d3a521b39d660b3
41,168.0,87.9,19.83,36,1,116.7,13.51,3.8928814814814814,13.04,7.01,1.8601997146932951,47.8,4.9,157,143.0,1,2,0,4,1,0,0,20.6,Brenda,Rose,brenda.rose143@example.com,"[28.0, 12.0, 334.9, 10.0, 9.7]",,omnivore,pbkdf2:sha256:1000000$NAr8RuIuFUn43zew$f9865dcd492cd72eb048075d80908c8c2e7d7c78026e5322b16551c54c155319
41,147.4,72.1,20.6,33,1,95.4,2.73,0.6430666666666667,11.9,4.21,2.826603325415677,103.0,5.49,216,188.0,1,2,1,21,1,0,1,11.6,Jennifer,Cline,jennifer.cline144@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$6vN2JnHyqHeYu65P$1c7a81d2f3095658c08ca3338852216fe4968dc0bfbf28b01128d0900e68e774
25,151.1,79.5,27.76,40,0,115.8,13.91,3.9772296296296297,12.85,4.49,2.861915367483296,77.3,5.89,196,109.0,2,3,0,10,3,0,0,30.8,Garrett,Mcpherson,garrett.mcpherson145@example.com,"[28.1, 12.0, 335.6, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$Aglak7tHXMLydGkt$55d020883f4ac51d4556415bf4dc9f5d62fb1d3a835afe0583d96387b46c5607
18,151.3,57.6,18.91,27,1,115.4,3.16,0.9004049382716051,4.17,5.46,0.7637362637362637,48.8,3.6,197,53.0,1,1,0,7,3,0,0,10.4,Keith,Paul,keith.paul146@example.com,"[23.5, 12.0, 320.0, 10.0, 11.2]",,omnivore,pbkdf2:sha256:1000000$PaLMIrXoXyueBbx8$6273ca672e29aade94268a4543d54a25b83e41ed7fde7081e19e39c8817f3b09
20,153.9,37.9,27.55,18,1,92.8,12.14,2.781708641975309,11.24,8.73,1.2875143184421534,31.5,8.27,205,78.0,2,3,0,18,2,0,0,27.4,Jimmy,Wolf,jimmy.wolf147@example.com,"[26.3, 12.0, 326.6, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$ceMILw2NP8mDlNrs$56090312bc7ad7451d38347643a2c37aaec9f43bb412bba3f069888d270ba828
20,163.8,63.4,12.57,33,0,97.2,3.53,0.8472,20.06,7.63,2.6290956749672345,94.0,7.7,169,234.0,1,2,1,19,1,1,0,19.8,Michael,Mills,michael.mills148@example.com,"[25.0, 22.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$Kv3AR4HJygDX7mDr$bee52866a70ab6e4f27e585d3a7e7651b06123960e249c2fd88376414b9cc65b
33,160.6,63.8,28.82,32,0,102.7,3.49,0.8849950617283953,15.12,7.17,2.108786610878661,25.5,4.3,230,254.0,2,3,0,23,3,0,0,24.9,Nicole,Gallagher,nicole.gallagher149@example.com,"[23.5, 22.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$osUzx1DQyRDUE3hw$550347cd18bc4060523df3da71cd8e7b0b1c18e7a36d9302981621f9f909e51f
31,158.2,67.5,29.19,29,0,98.0,13.85,3.351358024691358,21.59,9.21,2.344191096634093,13.7,1.01,142,272.0,2,3,0,1,2,0,1,32.0,Katherine,Hendricks,katherine.hendricks150@example.com,"[27.2, 22.0, 330.9, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$jU4tLXUeQrPNU7Sg$d2352eaecf7a1408b51d93f3a40af38fe64a0067c52a7dedad20a69ab91d7793
43,143.0,46.0,21.53,22,0,116.9,20.02,5.778612345679012,14.96,7.15,2.0923076923076924,85.3,2.26,273,79.0,3,3,0,19,1,0,1,25.2,Robert,King,robert.king151@example.com,"[30.8, 12.0, 349.1, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$rLmahivlRwtA4GbD$3d5f69ba87327f714fb40cd12761192220d41e66bebbfc23d49b560729478400
22,156.2,55.2,22.76,37,0,87.4,5.37,1.1588592592592593,10.35,3.35,3.08955223880597,64.4,9.07,178,115.0,2,1,0,18,2,0,1,38.4,Maria,Silva,maria.silva152@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$dbXZNmFzLN9Jlkab$7d0569b377cb12253eab7b37b80270a93732e761fdce7c1a70b3ac537784c8b2
26,148.4,51.0,24.06,32,1,102.9,14.36,3.6485037037037036,10.57,4.04,2.616336633663366,91.8,7.46,185,192.0,2,2,0,4,0,0,0,27.9,Joseph,Hendrix,joseph.hendrix153@example.com,"[27.6, 12.0, 333.1, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$bXmOhyxZ67ZbxKWh$f9a3964dbe78d2886397bdedfe4e4cfd1093ccc2e77e677e99f744dade2097f5
44,153.6,53.6,27.69,33,1,96.3,7.24,1.721511111111111,6.6,1.89,3.492063492063492,60.9,5.08,303,190.0,1,1,0,15,1,0,0,29.5,Patricia,Marsh,patricia.marsh154@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$OPuF3axliuYXLT1X$2f3c074fddef9c63d5fef967c42b506a646c99b9aaccea318a7c8f5b46523762
18,152.2,53.1,28.32,30,1,127.7,13.77,4.3418,6.98,7.97,0.875784190715182,82.9,8.91,189,72.0,3,2,1,5,3,0,1,25.8,Steven,Brock,steven.brock155@example.com,"[28.7, 12.0, 344.4, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$qxihtBuaAo0q8G73$95570fd7dd2c74e64019d8100d96a52f4e1f1608ec341c8193e6dadf483322dc
44,154.4,68.9,30.72,41,0,109.8,14.71,3.9880444444444447,4.87,6.85,0.710948905109489,24.2,5.57,193,176.0,3,3,1,0,3,0,0,25.2,Raymond,Roberts,raymond.roberts156@example.com,"[28.1, 12.0, 340.9, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$5hq9NoOIeS9CvcgB$564afb8e40c3daa0c9aff3f393211e2802ef6b331e364fcdb9e5c9ab51c83a3d
35,161.0,70.9,27.51,35,0,79.4,7.81,1.5311456790123457,13.01,6.75,1.9274074074074075,23.9,6.76,180,112.0,2,1,1,9,1,0,0,27.1,Lisa,Obrien,lisa.obrien157@example.com,"[25.0, 12.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$zNQXnKt7EiDSCXJK$61c69864da1c9c605f4d48a3fc3b8f5897c96069f1ea6c4366d518122d25ce19
18,161.0,48.7,23.56,33,0,78.3,22.89,4.4254,14.61,5.62,2.5996441281138787,41.7,3.98,112,62.0,1,3,1,17,2,0,0,23.6,Julia,Jones,julia.jones158@example.com,"[28.8, 12.0, 345.3, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$oPlUzawB5Xb0Rn3J$84f7b02d40e491dc4f669919447917c06c7a1ee657dc93d0667a26221135df79
33,154.4,57.1,30.27,27,0,114.1,4.21,1.1860765432098765,20.95,9.35,2.2406417112299466,70.5,5.76,193,100.0,1,1,0,6,0,0,0,41.9,Alexandra,Butler,alexandra.butler159@example.com,"[23.9, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$POZJs3vfdVPjGEoc$e7f9329eefc8908fd767fdf6177375e33cb72e95534dcdd2e4ce915a5fd5ac73
18,153.2,65.4,32.8,30,0,124.9,14.69,4.530323456790123,18.82,4.31,4.366589327146172,53.8,10.58,164,178.0,1,1,1,17,0,1,0,35.6,Billy,Richard,billy.richard160@example.com,"[28.9, 12.0, 346.3, 10.0, 18.7]",,omnivore,pbkdf2:sha256:1000000$ivgSbM6albVReqAD$bc899e799715c90cc1cbc3d3332043d095df284c607e71b9b7a9aff7d8483f46
24,160.1,57.1,23.33,31,1,75.6,9.49,1.7714666666666665,2.82,5.73,0.49214659685863865,64.1,7.59,192,68.0,1,3,1,21,0,1,0,53.4,Shawn,Mendoza,shawn.mendoza161@example.com,"[25.0, 12.0, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$910reSKml7tfulRP$ddf16f4c44dc0ed5f2bb132bdf611d898ef303f9a60506a38270b23d65167c1e
29,146.9,50.1,18.95,40,0,82.8,7.4,1.512888888888889,17.94,7.45,2.408053691275168,37.5,1.51,194,199.0,1,3,0,4,2,1,0,34.0,Becky,Howell,becky.howell162@example.com,"[25.0, 12.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$KCypSerErqi6jywH$1fe9abf3bba8e9f51a7151b601b3a24b9ee6d1972d221800545117be0825351b
23,158.7,90.4,26.72,38,0,90.5,13.44,3.0032592592592593,6.78,6.71,1.0104321907600597,0.9,5.53,206,187.0,3,2,0,14,0,0,0,7.1,David,Gonzalez,david.gonzalez163@example.com,"[26.7, 12.0, 328.3, 16.9, 7.0]",,omnivore,pbkdf2:sha256:1000000$brMErnZdEtOvK6BA$8f71bcf873e88d0ef78078ba4fe6dc4a5673a5c1ee1bafc3a3b688aa4cb8f3cd
19,151.8,78.5,19.29,37,0,91.1,27.15,6.107074074074074,14.47,7.75,1.8670967741935485,57.6,6.24,224,139.0,1,2,0,24,3,0,1,38.5,Corey,Little,corey.little164@example.com,"[31.3, 12.0, 351.6, 10.0, 24.4]",,omnivore,pbkdf2:sha256:1000000$rKaRCbaO0BWXMN4H$be69acce25ea993beb5c4416c843e72bf9d7384f34a290012eb7f04bc32e085f
40,160.7,63.1,24.64,25,0,84.5,16.52,3.4467654320987657,10.04,8.2,1.224390243902439,38.1,6.7,209,214.0,1,3,0,5,0,0,0,6.8,Geoffrey,Neal,geoffrey.neal165@example.com,"[27.3, 12.0, 331.6, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$wr796yK0iP2xY4Xv$093c98e82cf4a2240014b1fc6ae361adfb3aeeb5b63cd9954466a609f4d02757
20,164.4,66.9,29.15,33,1,80.6,16.02,3.1881777777777773,16.54,5.24,3.15648854961832,85.5,3.32,191,91.0,2,1,1,19,0,1,1,19.0,Krystal,Goodman,krystal.goodman166@example.com,"[26.9, 12.0, 332.9, 16.2, 25.0]",,omnivore,pbkdf2:sha256:1000000$HAs9BoO2aDDFmdua$c3fe9d5563cae0cf3ef30a9f646f141703b8c66a91de08289847fabf52229d37
20,154.7,66.5,20.82,26,1,102.8,7.65,1.9417777777777776,13.45,4.78,2.813807531380753,72.6,5.7,183,113.0,1,1,1,8,0,0,0,58.1,Tina,Holmes,tina.holmes167@example.com,"[25.1, 12.0, 320.4, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$EAY4KPnPs24uuXYZ$86afe2147bb9b648323a7396fdfd829b817b6c43c7a163ad54fb25becb7dfa13
32,165.2,58.4,14.09,41,0,83.2,19.95,4.09837037037037,7.32,4.91,1.490835030549898,28.1,4.35,193,130.0,2,1,0,8,3,0,0,21.3,Amanda,Lane,amanda.lane168@example.com,"[28.3, 12.0, 336.5, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$vWvfrDfLDFwQb6or$dec73c424f6671377275718645c30aedc3a0719f2ef38c9d21ed47a131b2891b
18,175.0,83.7,22.33,26,1,83.2,16.91,3.473856790123457,15.88,10.33,1.537270087124879,65.5,4.17,181,78.0,1,1,0,11,3,0,1,39.3,Cassandra,Stone,cassandra.stone169@example.com,"[27.4, 12.0, 331.8, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$udKED95pi4r8hAcM$dd77240c18cdbec579e8c290472b088bd01aa4d00b1ef226857f42c4751a8542
37,156.9,86.3,30.0,25,1,105.4,16.4,4.2680493827160495,1.29,8.96,0.14397321428571427,49.2,5.3,222,67.0,1,3,0,5,2,1,0,19.5,Jonathon,Miles,jonathon.miles170@example.com,"[28.6, 12.0, 337.8, 17.5, 11.8]",,omnivore,pbkdf2:sha256:1000000$dmuZiqWkiiM0affx$7a40ad3e9eb894a655dbbb1d13c17bca6e8ce12913217c4fce50ef0de389a9ef
18,148.6,68.0,25.65,27,1,88.7,14.71,3.2216716049382716,11.01,4.02,2.738805970149254,53.0,7.82,181,284.0,1,3,1,0,3,0,0,29.7,Kathryn,Reed,kathryn.reed171@example.com,"[27.0, 22.0, 333.2, 10.0, 17.5]",,omnivore,pbkdf2:sha256:1000000$IE4dCwyD1qC2FEGC$7760a60f2ef1f287b18d106142a446426d60f506552d6c87d8b15b8b8591ec0c
24,158.4,65.6,24.13,29,0,84.5,13.5,2.816666666666667,16.37,6.29,2.6025437201907793,54.0,3.09,161,86.0,3,1,1,19,2,0,0,21.9,Cory,Willis,cory.willis172@example.com,"[26.4, 12.0, 329.2, 10.0, 19.0]",,omnivore,pbkdf2:sha256:1000000$bhZRfWjoeWYLgv4K$6f8cc84a1a1a28364d75ce3f9def630f8e5c17f59704b098465e1cb4cefd30e4
40,162.3,34.6,25.7,15,0,101.6,21.16,5.3082864197530855,9.13,7.32,1.2472677595628416,58.4,4.82,215,61.0,2,3,0,24,2,0,0,35.7,John,Murphy,john.murphy173@example.com,"[30.1, 12.0, 345.6, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$G3gVDbnRoaHSzbIw$e6091b0e1138a8f08099190fab16eb2d26fb9b3642f59acd33b22efdd788020b
18,152.8,59.4,19.63,30,0,102.1,19.95,5.02937037037037,13.31,4.6,2.8934782608695655,66.9,6.88,208,202.0,2,3,0,17,0,0,0,3.4,Nancy,Norton,nancy.norton174@example.com,"[29.7, 12.0, 343.5, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$sgs5VXijR3OimAlJ$98144a54e0a428a5f25e71ea0019e561d96a2e16acd3a81d067f17f0a7628e32
27,168.3,54.4,24.74,30,0,86.2,23.19,4.935748148148148,8.54,8.92,0.9573991031390133,64.9,2.98,238,181.0,1,3,0,22,2,0,0,23.4,Stephanie,Aguilar,stephanie.aguilar175@example.com,"[29.6, 12.0, 342.8, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$j5vTj0a6vAXOJLxk$6b684826dd05d02f20b80de1da610374f07c473b65f1dd2af8091ef37cd66268
24,154.0,65.3,32.53,25,0,116.0,12.89,3.6919506172839505,12.12,8.59,1.410942956926659,72.2,4.06,202,197.0,3,2,1,20,0,0,0,27.1,Jessica,Wright,jessica.wright176@example.com,"[27.7, 12.0, 337.9, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$sb028yX4adMitGHe$a61ddaf29d53a826794be70249e47256111af89fd99e1bb19c98d76a8918a91d
24,144.1,71.8,29.14,28,0,110.9,7.24,1.9825086419753088,12.69,3.01,4.21594684385382,58.7,6.94,182,67.0,1,3,0,9,2,1,1,39.4,Colleen,Pierce,colleen.pierce177@example.com,"[25.1, 12.0, 320.6, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$RKVeOIRxpmlaCDpt$eb0b452d4e7ae9b29c6c2d3588f7acea594188cb81a070b1c75dc00a06af4b13
36,162.9,61.0,25.42,40,0,93.6,16.31,3.7694222222222216,13.1,6.39,2.0500782472613457,51.7,6.92,122,140.0,1,2,0,2,1,0,0,27.8,James,Walsh,james.walsh178@example.com,"[27.8, 12.0, 334.0, 10.0, 15.6]",,omnivore,pbkdf2:sha256:1000000$6IEmZXhugHvwNv8U$c7d8db69c0a884b50c05001b6d80a13b459b9a8b4cca62092c42376f4bc7ff3c
36,160.9,65.8,27.08,27,0,96.1,13.42,3.18435061728395,11.43,6.37,1.7943485086342228,64.1,2.64,195,112.0,1,3,0,21,3,0,1,38.7,Dana,White,dana.white179@example.com,"[26.9, 12.0, 329.6, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$xWwnJbiO1ErXOQRx$52c7b47e4a76227b018e77c1a1a62d1b703d19d722b88da56d33616569f5e5b2
23,162.9,75.2,32.92,28,0,91.4,18.83,4.249535802469135,6.25,7.96,0.785175879396985,69.5,9.77,193,51.0,2,2,0,11,1,0,0,15.3,Kimberly,Ramirez,kimberly.ramirez180@example.com,"[28.5, 12.0, 337.6, 21.9, 25.0]",,omnivore,pbkdf2:sha256:1000000$8shXkUVFUPGRcMne$d4810291f5db5dc969afece447093d3dac80b23970ccdf6feaf585783568ca16
40,158.8,53.7,24.31,29,1,88.5,1.88,0.4108148148148148,10.67,2.75,3.88,77.2,8.86,158,202.0,2,2,0,19,2,0,0,46.8,Pamela,Hill,pamela.hill181@example.com,"[25.0, 16.5, 320.0, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$i2JFcF2aWQvVeBCN$bfbe3da4221671049f2632bb78815ed0f6bbff6c597a91a1db484e2a9ded66e0
41,149.4,57.2,19.63,29,0,110.4,13.12,3.576414814814815,5.03,4.36,1.1536697247706422,43.9,7.55,215,160.0,3,2,0,8,3,0,0,14.5,Olivia,Adkins,olivia.adkins182@example.com,"[27.5, 12.0, 332.6, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$g6l28HUwrLjkKeGb$0a5e71a1181320754633bbfc87677725014ba994c8eafc4dfc6cd1a15ec60072
28,170.3,82.2,27.63,34,1,99.4,13.95,3.423777777777778,11.66,6.05,1.9272727272727272,57.8,3.08,176,106.0,2,2,0,17,3,1,1,39.5,Kyle,Moore,kyle.moore183@example.com,"[27.3, 12.0, 331.4, 10.0, 24.7]",,omnivore,pbkdf2:sha256:1000000$Gmqnb7UBCFOxMphq$1d74af7e8b3824a70e0789072fd7292fa255d6abfba53597eb686a35fe33f2a5
31,146.7,52.4,17.78,31,0,69.6,12.57,2.1601777777777778,6.28,3.8,1.6526315789473687,50.9,9.53,189,160.0,1,2,1,22,3,1,0,14.5,William,Wood,william.wood184@example.com,"[25.4, 12.0, 322.6, 10.0, 14.3]",,omnivore,pbkdf2:sha256:1000000$LPJjrfiPEqeEMtXO$86909bed72d49d163564e26ca5b18104b0a253e8a1f41f9b88c8fbf4723232e5
38,160.1,60.3,26.86,40,0,94.2,20.11,4.677437037037037,11.19,7.38,1.5162601626016259,75.5,4.09,204,162.0,3,1,0,2,0,0,0,17.3,Charlene,Vasquez,charlene.vasquez185@example.com,"[29.2, 12.0, 340.8, 12.8, 25.0]",,omnivore,pbkdf2:sha256:1000000$KQW4Iv7dWUfSCr69$5614f952f8b1239e1ceaacee02b646d4212d5ecfb2909c1012b257b45f2181b2
21,161.1,57.8,29.35,26,0,82.6,4.33,0.8831061728395061,12.01,6.36,1.8883647798742138,23.3,7.58,146,198.0,1,1,1,17,0,0,0,15.5,Antonio,Roberts,antonio.roberts186@example.com,"[25.0, 12.0, 320.0, 16.5, 7.0]",,omnivore,pbkdf2:sha256:1000000$iVqeuefsZI6c9eT9$d5fca914c5392d494f7693175001f7e1366bee834c36ca6de77727e5f6e3af90
34,164.0,78.2,25.7,38,0,102.0,15.12,3.808,8.58,4.61,1.8611713665943599,40.2,7.53,114,99.0,3,3,0,24,3,0,0,25.2,Amy,Holt,amy.holt187@example.com,"[27.9, 12.0, 334.3, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$mlbuzFwI1LwWpJjD$2a99d663c2da0455f59a4f2ae6f352f5b3a95adcba67d97f97df97d602f96b83
43,166.1,60.6,18.41,29,0,85.4,8.74,1.8429530864197532,16.84,8.92,1.8878923766816142,27.0,4.59,194,203.0,2,3,0,1,2,0,0,22.5,John,Dunn,john.dunn188@example.com,"[25.0, 18.0, 320.0, 10.0, 7.0]",,omnivore,pbkdf2:sha256:1000000$KDR4s1oN9cgjVgDc$9b2c56da49d3fe740255cf37d54e44c9447c72cc61b6a62d24874c42a94d4b3c
24,153.7,62.2,19.85,25,0,111.6,13.3,3.6648888888888886,13.13,10.19,1.2885181550539746,73.4,6.33,192,172.0,3,1,0,6,3,1,0,18.9,James,Adkins,james.adkins189@example.com,"[27.6, 12.0, 333.2, 10.0, 25.0]",,omnivore,pbkdf2:sha256:1000000$WsXru1VcBizwPHXt$5c85bf2ad0e1e984f021da39731f1d84c75cf7c5a69e0953d0256af07076fec0
25,150.5,58.1,29.19,31,0,120.8,14.38,4.2891456790123454,16.07,7.66,2.097911227154047,59.6,8.03,225,209.0,2,3,1,24,3,0,0,1.7,Crystal,Torres,crystal.torres190@example.com,"[28.6, 22.0, 343.9, 26.8, 25.0]",,omnivore,pbkdf2:sha256:1000000$lYhLhExjkpd7Fbd1$75d84a3e2f34a9957291a4aa7e66e93c2195921432e605ac616b43eba942cef3
